source,target,relation,source_type,target_type
Titanic,Bobby,提及,电影,电影
Captain America: Civil War,Anthony Russo,执导,电影,导演
Captain America: Civil War,2016年,上映年份,电影,年份
Captain America: Civil War,United States of America,制片国家,电影,国家
Captain America: Civil War,7.1分,评分,电影,评分值
Captain America: Civil War,Chris Evans,主演,电影,演员
Captain America: Civil War,Robert Downey Jr.,主演,电影,演员
Captain America: Civil War,Scarlett Johansson,主演,电影,演员
Captain America: Civil War,Sebastian Stan,主演,电影,演员
Captain America: Civil War,Anthony Mackie,主演,电影,演员
Captain America: Civil War,Adventure,属于类型,电影,类型
Captain America: Civil War,Action,属于类型,电影,类型
Captain America: Civil War,Science Fiction,属于类型,电影,类型
Captain America: Civil War,Age,描述关键词,电影,关键词
Captain America: Civil War,Ultron,描述关键词,电影,关键词
Captain America: Civil War,Avengers,描述关键词,电影,关键词
Captain America: Civil War,Iron Man,提及,电影,电影
Battleship,Peter Berg,执导,电影,演员
Battleship,2012年,上映年份,电影,年份
Battleship,United States of America,制片国家,电影,国家
Battleship,5.5分,评分,电影,评分值
Battleship,Taylor Kitsch,主演,电影,演员
Battleship,Alexander Skarsgård,主演,电影,演员
Battleship,Rihanna,主演,电影,演员
Battleship,Brooklyn Decker,主演,电影,演员
Battleship,Tadanobu Asano,主演,电影,演员
Battleship,Thriller,属于类型,电影,类型
Battleship,Action,属于类型,电影,类型
Battleship,Adventure,属于类型,电影,类型
Battleship,Science Fiction,属于类型,电影,类型
Battleship,Planet,描述关键词,电影,关键词
Battleship,Hawaii,描述关键词,电影,关键词
Battleship,Lieutenant,描述关键词,电影,关键词
Battleship,Hop,提及,电影,电影
Battleship,Paul,提及,电影,电影
Jurassic World,Colin Trevorrow,执导,电影,导演
Jurassic World,2015年,上映年份,电影,年份
Jurassic World,United States of America,制片国家,电影,国家
Jurassic World,6.5分,评分,电影,评分值
Jurassic World,Chris Pratt,主演,电影,演员
Jurassic World,Bryce Dallas Howard,主演,电影,演员
Jurassic World,Irrfan Khan,主演,电影,演员
Jurassic World,Vincent D'Onofrio,主演,电影,演员
Jurassic World,Nick Robinson,主演,电影,演员
Jurassic World,Action,属于类型,电影,类型
Jurassic World,Adventure,属于类型,电影,类型
Jurassic World,Science Fiction,属于类型,电影,类型
Jurassic World,Thriller,属于类型,电影,类型
Jurassic World,Twenty,描述关键词,电影,关键词
Jurassic World,Jurassic,描述关键词,电影,关键词
Jurassic World,Park,描述关键词,电影,关键词
Jurassic World,Jurassic Park,提及,电影,电影
Skyfall,Sam Mendes,执导,电影,导演
Skyfall,2012年,上映年份,电影,年份
Skyfall,United Kingdom,制片国家,电影,国家
Skyfall,6.9分,评分,电影,评分值
Skyfall,Daniel Craig,主演,电影,演员
Skyfall,Judi Dench,主演,电影,演员
Skyfall,Javier Bardem,主演,电影,演员
Skyfall,Ralph Fiennes,主演,电影,演员
Skyfall,Naomie Harris,主演,电影,演员
Skyfall,Action,属于类型,电影,类型
Skyfall,Adventure,属于类型,电影,类型
Skyfall,Thriller,属于类型,电影,类型
Skyfall,Bond,描述关键词,电影,关键词
Skyfall,Gareth,描述关键词,电影,关键词
Skyfall,Mallory,描述关键词,电影,关键词
Spider-Man 2,Sam Raimi,执导,电影,导演
Spider-Man 2,2004年,上映年份,电影,年份
Spider-Man 2,United States of America,制片国家,电影,国家
Spider-Man 2,6.7分,评分,电影,评分值
Spider-Man 2,Tobey Maguire,主演,电影,演员
Spider-Man 2,Kirsten Dunst,主演,电影,演员
Spider-Man 2,James Franco,主演,电影,演员
Spider-Man 2,Alfred Molina,主演,电影,演员
Spider-Man 2,Rosemary Harris,主演,电影,演员
Spider-Man 2,Action,属于类型,电影,类型
Spider-Man 2,Adventure,属于类型,电影,类型
Spider-Man 2,Fantasy,属于类型,电影,类型
Spider-Man 2,Peter,描述关键词,电影,关键词
Spider-Man 2,Parker,描述关键词,电影,电影
Spider-Man 2,Parker,提及,电影,电影
Spider-Man 2,Burned,描述关键词,电影,关键词
Spider-Man 2,Spider-Man,提及,电影,电影
Spider-Man 2,O,提及,电影,电影
Spider-Man 2,Spider,提及,电影,电影
Spider-Man 2,Burn,提及,电影,电影
Iron Man 3,Shane Black,执导,电影,导演
Iron Man 3,2013年,上映年份,电影,年份
Iron Man 3,China,制片国家,电影,国家
Iron Man 3,6.8分,评分,电影,评分值
Iron Man 3,Robert Downey Jr.,主演,电影,演员
Iron Man 3,Gwyneth Paltrow,主演,电影,演员
Iron Man 3,Don Cheadle,主演,电影,演员
Iron Man 3,Guy Pearce,主演,电影,演员
Iron Man 3,Rebecca Hall,主演,电影,演员
Iron Man 3,Action,属于类型,电影,类型
Iron Man 3,Adventure,属于类型,电影,类型
Iron Man 3,Science Fiction,属于类型,电影,类型
Iron Man 3,Tony,描述关键词,电影,关键词
Iron Man 3,Stark,描述关键词,电影,关键词
Iron Man 3,Mandarin,描述关键词,电影,关键词
Alice in Wonderland,Tim Burton,执导,电影,导演
Alice in Wonderland,2010年,上映年份,电影,年份
Alice in Wonderland,United States of America,制片国家,电影,国家
Alice in Wonderland,6.4分,评分,电影,评分值
Alice in Wonderland,Mia Wasikowska,主演,电影,演员
Alice in Wonderland,Johnny Depp,主演,电影,演员
Alice in Wonderland,Anne Hathaway,主演,电影,演员
Alice in Wonderland,Helena Bonham Carter,主演,电影,演员
Alice in Wonderland,Crispin Glover,主演,电影,演员
Alice in Wonderland,Family,属于类型,电影,类型
Alice in Wonderland,Fantasy,属于类型,电影,类型
Alice in Wonderland,Adventure,属于类型,电影,类型
Alice in Wonderland,Alice,描述关键词,电影,关键词
Alice in Wonderland,English,描述关键词,电影,关键词
Alice in Wonderland,Arriving,描述关键词,电影,关键词
Alice in Wonderland,Ali,提及,电影,电影
Alice in Wonderland,9,提及,电影,电影
X-Men: The Last Stand,Brett Ratner,执导,电影,演员
X-Men: The Last Stand,2006年,上映年份,电影,年份
X-Men: The Last Stand,Canada,制片国家,电影,国家
X-Men: The Last Stand,6.3分,评分,电影,评分值
X-Men: The Last Stand,Hugh Jackman,主演,电影,演员
X-Men: The Last Stand,Halle Berry,主演,电影,演员
X-Men: The Last Stand,Ian McKellen,主演,电影,演员
X-Men: The Last Stand,Patrick Stewart,主演,电影,演员
X-Men: The Last Stand,Famke Janssen,主演,电影,演员
X-Men: The Last Stand,Adventure,属于类型,电影,类型
X-Men: The Last Stand,Action,属于类型,电影,类型
X-Men: The Last Stand,Science Fiction,属于类型,电影,类型
X-Men: The Last Stand,Thriller,属于类型,电影,类型
X-Men: The Last Stand,Men,描述关键词,电影,关键词
X-Men: The Last Stand,Brotherhood,描述关键词,电影,关键词
X-Men: The Last Stand,Xavier,描述关键词,电影,关键词
X-Men: The Last Stand,X-Men,提及,电影,电影
X-Men: The Last Stand,Brother,提及,电影,电影
Monsters University,Dan Scanlon,执导,电影,导演
Monsters University,2013年,上映年份,电影,年份
Monsters University,United States of America,制片国家,电影,国家
Monsters University,7.0分,评分,电影,评分值
Monsters University,Billy Crystal,主演,电影,演员
Monsters University,John Goodman,主演,电影,演员
Monsters University,Steve Buscemi,主演,电影,导演
Monsters University,Helen Mirren,主演,电影,演员
Monsters University,Noah Johnston,主演,电影,演员
Monsters University,Animation,属于类型,电影,类型
Monsters University,Family,属于类型,电影,类型
Monsters University,Mike,描述关键词,电影,关键词
Monsters University,Sulley,描述关键词,电影,关键词
Monsters University,Monsters,描述关键词,电影,电影
Monsters University,Monsters,提及,电影,电影
Monsters University,Monster,提及,电影,电影
Monsters,Gareth Edwards,执导,电影,导演
Monsters,2010年,上映年份,电影,年份
Monsters,United Kingdom,制片国家,电影,国家
Monsters,6.2分,评分,电影,评分值
Monsters,Whitney Able,主演,电影,演员
Monsters,Scoot McNairy,主演,电影,演员
Monsters,Annalee Jefferies,主演,电影,演员
Monsters,Kevon Kane,主演,电影,演员
Monsters,Fernando Lara,主演,电影,演员
Monsters,Drama,属于类型,电影,类型
Monsters,Thriller,属于类型,电影,类型
Monsters,Science Fiction,属于类型,电影,类型
Monsters,Six,描述关键词,电影,关键词
Monsters,Central,描述关键词,电影,关键词
Monsters,America,描述关键词,电影,关键词
Transformers: Revenge of the Fallen,Michael Bay,执导,电影,导演
Transformers: Revenge of the Fallen,2009年,上映年份,电影,年份
Transformers: Revenge of the Fallen,United States of America,制片国家,电影,国家
Transformers: Revenge of the Fallen,6.0分,评分,电影,评分值
Transformers: Revenge of the Fallen,Shia LaBeouf,主演,电影,演员
Transformers: Revenge of the Fallen,Megan Fox,主演,电影,演员
Transformers: Revenge of the Fallen,Josh Duhamel,主演,电影,演员
Transformers: Revenge of the Fallen,Rainn Wilson,主演,电影,演员
Transformers: Revenge of the Fallen,Tyrese Gibson,主演,电影,演员
Transformers: Revenge of the Fallen,Science Fiction,属于类型,电影,类型
Transformers: Revenge of the Fallen,Action,属于类型,电影,类型
Transformers: Revenge of the Fallen,Adventure,属于类型,电影,类型
Transformers: Revenge of the Fallen,Sam,描述关键词,电影,关键词
Transformers: Revenge of the Fallen,Witwicky,描述关键词,电影,关键词
Transformers: Revenge of the Fallen,Autobots,描述关键词,电影,关键词
Transformers: Revenge of the Fallen,Transformers,提及,电影,电影
Transformers: Age of Extinction,Michael Bay,执导,电影,导演
Transformers: Age of Extinction,2014年,上映年份,电影,年份
Transformers: Age of Extinction,United States of America,制片国家,电影,国家
Transformers: Age of Extinction,5.8分,评分,电影,评分值
Transformers: Age of Extinction,Mark Wahlberg,主演,电影,演员
Transformers: Age of Extinction,Stanley Tucci,主演,电影,演员
Transformers: Age of Extinction,Kelsey Grammer,主演,电影,演员
Transformers: Age of Extinction,Nicola Peltz,主演,电影,演员
Transformers: Age of Extinction,Jack Reynor,主演,电影,演员
Transformers: Age of Extinction,Science Fiction,属于类型,电影,类型
Transformers: Age of Extinction,Action,属于类型,电影,类型
Transformers: Age of Extinction,Adventure,属于类型,电影,类型
Transformers: Age of Extinction,Transformers,描述关键词,电影,电影
Transformers: Age of Extinction,Transformers,提及,电影,电影
Transformers: Age of Extinction,Dark,描述关键词,电影,关键词
Transformers: Age of Extinction,Moon,描述关键词,电影,电影
Transformers: Age of Extinction,Moon,提及,电影,电影
Transformers: Age of Extinction,Transformers: Dark of the Moon,提及,电影,电影
Transformers: Age of Extinction,Earth,提及,电影,电影
Transformers,Michael Bay,执导,电影,导演
Transformers,2007年,上映年份,电影,年份
Transformers,United States of America,制片国家,电影,国家
Transformers,6.6分,评分,电影,评分值
Transformers,Shia LaBeouf,主演,电影,演员
Transformers,Josh Duhamel,主演,电影,演员
Transformers,Megan Fox,主演,电影,演员
Transformers,Rachael Taylor,主演,电影,演员
Transformers,Tyrese Gibson,主演,电影,演员
Transformers,Adventure,属于类型,电影,类型
Transformers,Science Fiction,属于类型,电影,类型
Transformers,Action,属于类型,电影,类型
Transformers,Sam,描述关键词,电影,关键词
Transformers,Witwicky,描述关键词,电影,关键词
Transformers,Autobots,描述关键词,电影,关键词
Moon,Duncan Jones,执导,电影,导演
Moon,2009年,上映年份,电影,年份
Moon,United Kingdom,制片国家,电影,国家
Moon,7.6分,评分,电影,评分值
Moon,Sam Rockwell,主演,电影,演员
Moon,Kevin Spacey,主演,电影,演员
Moon,Dominique McElligott,主演,电影,演员
Moon,Rosie Shaw,主演,电影,演员
Moon,Adrienne Shaw,主演,电影,演员
Moon,Science Fiction,属于类型,电影,类型
Moon,Drama,属于类型,电影,类型
Moon,Sam,描述关键词,电影,关键词
Moon,Bell,描述关键词,电影,关键词
Moon,Earth,描述关键词,电影,电影
Moon,Earth,提及,电影,电影
Oz: The Great and Powerful,Sam Raimi,执导,电影,导演
Oz: The Great and Powerful,2013年,上映年份,电影,年份
Oz: The Great and Powerful,United States of America,制片国家,电影,国家
Oz: The Great and Powerful,5.7分,评分,电影,评分值
Oz: The Great and Powerful,James Franco,主演,电影,演员
Oz: The Great and Powerful,Mila Kunis,主演,电影,演员
Oz: The Great and Powerful,Rachel Weisz,主演,电影,演员
Oz: The Great and Powerful,Michelle Williams,主演,电影,演员
Oz: The Great and Powerful,Zach Braff,主演,电影,演员
Oz: The Great and Powerful,Fantasy,属于类型,电影,类型
Oz: The Great and Powerful,Adventure,属于类型,电影,类型
Oz: The Great and Powerful,Family,属于类型,电影,类型
Oz: The Great and Powerful,Oscar,描述关键词,电影,关键词
Oz: The Great and Powerful,Diggs,描述关键词,电影,关键词
Oz: The Great and Powerful,Kansas,描述关键词,电影,关键词
Oz: The Great and Powerful,O,提及,电影,电影
The Amazing Spider-Man 2,Marc Webb,执导,电影,导演
The Amazing Spider-Man 2,2014年,上映年份,电影,年份
The Amazing Spider-Man 2,United States of America,制片国家,电影,国家
The Amazing Spider-Man 2,6.5分,评分,电影,评分值
The Amazing Spider-Man 2,Andrew Garfield,主演,电影,演员
The Amazing Spider-Man 2,Emma Stone,主演,电影,演员
The Amazing Spider-Man 2,Jamie Foxx,主演,电影,演员
The Amazing Spider-Man 2,Dane DeHaan,主演,电影,演员
The Amazing Spider-Man 2,Campbell Scott,主演,电影,演员
The Amazing Spider-Man 2,Action,属于类型,电影,类型
The Amazing Spider-Man 2,Adventure,属于类型,电影,类型
The Amazing Spider-Man 2,Fantasy,属于类型,电影,类型
The Amazing Spider-Man 2,For,描述关键词,电影,关键词
The Amazing Spider-Man 2,Peter,描述关键词,电影,关键词
The Amazing Spider-Man 2,Parker,描述关键词,电影,电影
The Amazing Spider-Man 2,Parker,提及,电影,电影
The Amazing Spider-Man 2,Spider-Man,提及,电影,电影
The Amazing Spider-Man 2,O,提及,电影,电影
The Amazing Spider-Man 2,Spider,提及,电影,电影
TRON: Legacy,Joseph Kosinski,执导,电影,导演
TRON: Legacy,2010年,上映年份,电影,年份
TRON: Legacy,United States of America,制片国家,电影,国家
TRON: Legacy,6.3分,评分,电影,评分值
TRON: Legacy,Garrett Hedlund,主演,电影,演员
TRON: Legacy,Jeff Bridges,主演,电影,演员
TRON: Legacy,Olivia Wilde,主演,电影,演员
TRON: Legacy,Bruce Boxleitner,主演,电影,演员
TRON: Legacy,Yaya DaCosta,主演,电影,演员
TRON: Legacy,Adventure,属于类型,电影,类型
TRON: Legacy,Action,属于类型,电影,类型
TRON: Legacy,Science Fiction,属于类型,电影,类型
TRON: Legacy,Sam,描述关键词,电影,关键词
TRON: Legacy,Flynn,描述关键词,电影,关键词
TRON: Legacy,Kevin,描述关键词,电影,关键词
Cars 2,John Lasseter,执导,电影,导演
Cars 2,2011年,上映年份,电影,年份
Cars 2,United States of America,制片国家,电影,国家
