entity,type,degree_centrality,betweenness,pagerank
Thomas Jane,演员,0.0006,0.0,7.1e-05
Mary Steenburgen,演员,0.0006,0.0,7.1e-05
Army,关键词,0.0007,0.0,7.1e-05
Alice,关键词,0.0007,0.0,7.1e-05
Kevin Hart,演员,0.0006,0.0,7.1e-05
Michael Keaton,演员,0.0007,0.0,7.1e-05
Eric Bana,演员,0.0006,0.0,7.1e-05
Henry,关键词,0.0007,0.0,7.1e-05
David Thewlis,演员,0.0006,0.0,7.1e-05
Josh Lucas,演员,0.0006,0.0,7.1e-05
Chinese,关键词,0.0007,0.0,7.1e-05
David Wenham,演员,0.0003,0.0,7.1e-05
Jason,关键词,0.0007,0.0,7.1e-05
Charles,关键词,0.0007,0.0,7.1e-05
Liev Schreiber,演员,0.0007,0.0,7.1e-05
Sam Shepard,演员,0.0006,0.0,7.1e-05
Home,电影,0.0016,0.0008,7.1e-05
Kate Beckinsale,演员,0.0007,0.0,7.1e-05
Molly,电影,0.0013,0.0,7e-05
Will Patton,演员,0.0006,0.0,7e-05
Peter Sarsgaard,演员,0.0006,0.0,7e-05
Michelle Williams,演员,0.0006,0.0,7e-05
Maggie Gyllenhaal,演员,0.0006,0.0,7e-05
Barry Levinson,导演,0.0006,0.0,7e-05
William Fichtner,演员,0.0003,0.0,7e-05
4.0分,评分值,0.0006,0.0,7e-05
Chris Hemsworth,演员,0.0007,0.0,7e-05
Doug Liman,导演,0.0003,0.0,7e-05
Adrien Brody,演员,0.0007,0.0,7e-05
Patrick Stewart,演员,0.0007,0.0,7e-05
Josh Hutcherson,演员,0.0007,0.0,7e-05
Anthony Mackie,演员,0.0006,0.0,7e-05
Uma Thurman,演员,0.0006,0.0,7e-05
Leslie Mann,演员,0.0006,0.0,7e-05
Whoopi Goldberg,演员,0.0006,0.0,7e-05
Nia Long,演员,0.0006,0.0,7e-05
Daryl Hannah,演员,0.0006,0.0,7e-05
East,关键词,0.0006,0.0,7e-05
David Koechner,演员,0.0006,0.0,7e-05
Jennifer Jason Leigh,演员,0.0006,0.0,7e-05
Cedric the Entertainer,演员,0.0006,0.0,7e-05
Mark Strong,演员,0.0006,0.0,6.9e-05
Ray Winstone,演员,0.0007,0.0,6.9e-05
Jennifer Garner,演员,0.0006,0.0,6.9e-05
Queen,关键词,0.0005,0.0,6.9e-05
Man,关键词,0.0007,0.0,6.9e-05
Mexican,关键词,0.0006,0.0,6.9e-05
Chloë Grace Moretz,演员,0.0006,0.0,6.9e-05
Devil,电影,0.0012,0.0001,6.9e-05
Jason Segel,演员,0.0006,0.0,6.9e-05
Washington,关键词,0.0006,0.0,6.9e-05
Ryan,关键词,0.0006,0.0,6.9e-05
Jessica Chastain,演员,0.0006,0.0,6.9e-05
J.K. Simmons,演员,0.0006,0.0,6.9e-05
Florida,关键词,0.0004,0.0,6.9e-05
Joel Schumacher,导演,0.0006,0.0,6.9e-05
Scott Glenn,演员,0.0006,0.0,6.9e-05
Zach Galifianakis,演员,0.0006,0.0,6.9e-05
Robert Zemeckis,导演,0.0006,0.0,6.9e-05
North,关键词,0.0006,0.0,6.9e-05
Bill Pullman,演员,0.0007,0.0,6.9e-05
Annette Bening,演员,0.0006,0.0,6.9e-05
Ian McKellen,演员,0.0007,0.0,6.9e-05
Tim Allen,演员,0.0006,0.0,6.9e-05
James McAvoy,演员,0.0006,0.0,6.9e-05
Benjamin Bratt,演员,0.0006,0.0,6.9e-05
Kathy Bates,演员,0.0006,0.0,6.9e-05
3.5分,评分值,0.0006,0.0,6.9e-05
Michael Moore,演员,0.0006,0.0,6.9e-05
Rob Reiner,导演,0.0006,0.0,6.9e-05
Tom Hardy,演员,0.0006,0.0,6.9e-05
Tobey Maguire,演员,0.0006,0.0,6.9e-05
Michael Shannon,演员,0.0006,0.0,6.8e-05
Radha Mitchell,演员,0.0006,0.0,6.8e-05
Mila Kunis,演员,0.0005,0.0,6.8e-05
Lee,关键词,0.0006,0.0,6.8e-05
Diane Lane,演员,0.0006,0.0,6.8e-05
Stanley Tucci,演员,0.0006,0.0,6.8e-05
Charlie Sheen,演员,0.0006,0.0,6.8e-05
Kevin Pollak,演员,0.0006,0.0,6.8e-05
Jeff Goldblum,演员,0.0006,0.0,6.8e-05
Jamie Lee Curtis,演员,0.0005,0.0,6.8e-05
Michael Clarke Duncan,演员,0.0006,0.0,6.8e-05
Giovanni Ribisi,演员,0.0006,0.0,6.8e-05
Jeremy Irons,演员,0.0006,0.0,6.8e-05
Jason Biggs,演员,0.0006,0.0,6.8e-05
Anna Kendrick,演员,0.0006,0.0,6.8e-05
Matthew Lillard,演员,0.0006,0.0,6.8e-05
Sarah Michelle Gellar,演员,0.0006,0.0,6.8e-05
Logan Lerman,演员,0.0006,0.0,6.8e-05
Elias Koteas,演员,0.0006,0.0,6.8e-05
Africa,关键词,0.0006,0.0,6.8e-05
Brian De Palma,导演,0.0006,0.0,6.8e-05
Emily Mortimer,演员,0.0006,0.0,6.8e-05
Bobby Farrelly,导演,0.0005,0.0,6.8e-05
Christian Slater,演员,0.0006,0.0,6.8e-05
Benicio del Toro,演员,0.0006,0.0,6.8e-05
3.9分,评分值,0.0006,0.0,6.8e-05
Harvey Keitel,演员,0.0006,0.0,6.8e-05
Michael Gambon,演员,0.0005,0.0,6.8e-05
Johnny,关键词,0.0006,0.0,6.8e-05
Jesus,关键词,0.0005,0.0,6.8e-05
Emile Hirsch,演员,0.0006,0.0,6.8e-05
Jena Malone,演员,0.0005,0.0,6.8e-05
Melissa Leo,演员,0.0006,0.0,6.8e-05
Dagmara Domińczyk,演员,0.0002,0.0,6.7e-05
Elisabeth Shue,演员,0.0005,0.0,6.7e-05
Jared Leto,演员,0.0005,0.0,6.7e-05
Justin Timberlake,演员,0.0005,0.0,6.7e-05
Francis Ford Coppola,导演,0.0006,0.0,6.7e-05
Ashley Judd,演员,0.0006,0.0,6.7e-05
Hope Davis,演员,0.0005,0.0,6.7e-05
Emma Thompson,演员,0.0006,0.0,6.7e-05
Carrie-Anne Moss,演员,0.0006,0.0,6.7e-05
Switzerland,国家,0.0005,0.0,6.7e-05
Emily Watson,演员,0.0006,0.0,6.7e-05
Vietnam,关键词,0.0006,0.0,6.7e-05
Pacific,关键词,0.0005,0.0,6.7e-05
Italian,关键词,0.0006,0.0,6.7e-05
Island,关键词,0.0005,0.0,6.7e-05
Deepa Mehta,导演,0.0001,0.0,6.7e-05
Joseph Fiennes,演员,0.0005,0.0,6.7e-05
Viola Davis,演员,0.0005,0.0,6.7e-05
Thandie Newton,演员,0.0005,0.0,6.7e-05
Paula Patton,演员,0.0005,0.0,6.7e-05
Troy,电影,0.0012,0.0012,6.7e-05
Anton Yelchin,演员,0.0005,0.0,6.7e-05
Miranda Richardson,演员,0.0006,0.0,6.7e-05
Zac Efron,演员,0.0006,0.0,6.7e-05
Jean-Claude Van Damme,演员,0.0006,0.0,6.7e-05
Alex,关键词,0.0006,0.0,6.7e-05
James Caan,演员,0.0006,0.0,6.7e-05
Dan,关键词,0.0005,0.0,6.6e-05
Paddy Considine,演员,0.0005,0.0,6.6e-05
Ethan Embry,演员,0.0002,0.0,6.6e-05
Aamir Khan,演员,0.0001,0.0,6.6e-05
1970年,年份,0.0006,0.0,6.6e-05
Sam Elliott,演员,0.0006,0.0,6.6e-05
Hayden Christensen,演员,0.0005,0.0,6.6e-05
Stephen Rea,演员,0.0006,0.0,6.6e-05
Tim Roth,演员,0.0006,0.0,6.6e-05
Mandy Moore,演员,0.0006,0.0,6.6e-05
Chris Pine,演员,0.0006,0.0,6.6e-05
Meg Ryan,演员,0.0006,0.0,6.6e-05
Berlin,关键词,0.0006,0.0,6.6e-05
Sam Raimi,导演,0.0005,0.0,6.6e-05
Joel Edgerton,演员,0.0005,0.0,6.6e-05
Téa Leoni,演员,0.0006,0.0,6.6e-05
Karl Urban,演员,0.0006,0.0,6.6e-05
Jay Mohr,演员,0.0002,0.0,6.6e-05
Eddie,关键词,0.0006,0.0,6.6e-05
Patricia Arquette,演员,0.0005,0.0,6.6e-05
Tony Scott,导演,0.0006,0.0,6.6e-05
Parker,电影,0.0012,0.0001,6.6e-05
Jim Caviezel,演员,0.0005,0.0,6.6e-05
Freddie Prinze Jr.,演员,0.0006,0.0,6.6e-05
Lena Headey,演员,0.0005,0.0,6.6e-05
Baz Luhrmann,导演,0.0002,0.0,6.6e-05
Ian Holm,演员,0.0005,0.0,6.6e-05
Dennis Dugan,演员,0.0005,0.0,6.6e-05
Chazz Palminteri,演员,0.0006,0.0,6.6e-05
Brittany Murphy,演员,0.0005,0.0,6.6e-05
James Cromwell,演员,0.0006,0.0,6.6e-05
3.0分,评分值,0.0006,0.0,6.5e-05
Ryan Phillippe,演员,0.0005,0.0,6.5e-05
James Remar,演员,0.0005,0.0,6.5e-05
Six,关键词,0.0005,0.0,6.5e-05
Samantha Morton,演员,0.0005,0.0,6.5e-05
Ron Perlman,演员,0.0006,0.0,6.5e-05
1968年,年份,0.0005,0.0,6.5e-05
Joe Pesci,演员,0.0005,0.0,6.5e-05
Max von Sydow,演员,0.0005,0.0,6.5e-05
Rooney Mara,演员,0.0003,0.0,6.5e-05
Helen Hunt,演员,0.0005,0.0,6.5e-05
South Korea,国家,0.0006,0.0,6.5e-05
Wes Craven,演员,0.0005,0.0,6.5e-05
Netherlands,国家,0.0006,0.0,6.5e-05
Shia LaBeouf,演员,0.0006,0.0,6.5e-05
Michael Peña,演员,0.0005,0.0,6.5e-05
Rene Russo,演员,0.0005,0.0,6.5e-05
Water,电影,0.0013,0.0001,6.5e-05
Heather Graham,演员,0.0004,0.0,6.5e-05
Frances McDormand,演员,0.0005,0.0,6.5e-05
Lucy Liu,演员,0.0005,0.0,6.5e-05
Gary Sinise,演员,0.0005,0.0,6.5e-05
Mike Epps,演员,0.0005,0.0,6.5e-05
Mel Brooks,导演,0.0005,0.0,6.5e-05
Joel Coen,导演,0.0005,0.0,6.5e-05
Matt,关键词,0.0005,0.0,6.5e-05
John Carpenter,导演,0.0005,0.0,6.5e-05
Ellen Burstyn,演员,0.0005,0.0,6.5e-05
Kevin James,演员,0.0005,0.0,6.5e-05
Will Arnett,演员,0.0005,0.0,6.5e-05
Chris Cooper,演员,0.0005,0.0,6.5e-05
Glenn Close,演员,0.0005,0.0,6.5e-05
Chris,关键词,0.0005,0.0,6.5e-05
John Heard,演员,0.0005,0.0,6.5e-05
Edward,关键词,0.0005,0.0,6.4e-05
1971年,年份,0.0005,0.0,6.4e-05
James Gandolfini,演员,0.0005,0.0,6.4e-05
Mike Myers,演员,0.0005,0.0,6.4e-05
Lisa Kudrow,演员,0.0005,0.0,6.4e-05
James Spader,演员,0.0004,0.0,6.4e-05
Richard Donner,导演,0.0005,0.0,6.4e-05
Andy,关键词,0.0005,0.0,6.4e-05
Tony,关键词,0.0005,0.0,6.4e-05
Orlando Bloom,演员,0.0005,0.0,6.4e-05
Jones,关键词,0.0005,0.0,6.4e-05
Harold Ramis,导演,0.0005,0.0,6.4e-05
Chris Klein,演员,0.0005,0.0,6.4e-05
Shawn Levy,导演,0.0005,0.0,6.4e-05
Bruce Dern,演员,0.0005,0.0,6.4e-05
Billy Crystal,演员,0.0005,0.0,6.4e-05
Maia Sethna,演员,0.0,0.0,6.4e-05
Nandita Das,演员,0.0,0.0,6.4e-05
Chris Columbus,导演,0.0005,0.0,6.4e-05
Hayden Panettiere,演员,0.0005,0.0,6.4e-05
Jean,关键词,0.0005,0.0,6.4e-05
Anjelica Huston,演员,0.0005,0.0,6.4e-05
Jonathan Rhys Meyers,演员,0.0005,0.0,6.4e-05
Margaret,电影,0.001,0.0,6.4e-05
Scott,关键词,0.0005,0.0,6.4e-05
William,关键词,0.0005,0.0,6.4e-05
Detroit,关键词,0.0005,0.0,6.4e-05
Michael Bay,导演,0.0006,0.0,6.4e-05
Jason Robards,演员,0.0003,0.0,6.4e-05
Arif Zakaria,演员,0.0,0.0,6.4e-05
Pakistan,关键词,0.0,0.0,6.4e-05
Kitu Gidwani,演员,0.0,0.0,6.4e-05
Ben Foster,演员,0.0005,0.0,6.4e-05
Michael Rooker,演员,0.0005,0.0,6.4e-05
Hilary Swank,演员,0.0005,0.0,6.4e-05
Vincent Cassel,演员,0.0005,0.0,6.4e-05
Sharon Stone,演员,0.0005,0.0,6.4e-05
Amy Smart,演员,0.0005,0.0,6.4e-05
Brian,关键词,0.0005,0.0,6.4e-05
Robert Patrick,演员,0.0005,0.0,6.4e-05
Katherine Heigl,演员,0.0005,0.0,6.4e-05
Jersey,关键词,0.0005,0.0,6.4e-05
Spike Jonze,导演,0.0003,0.0,6.4e-05
Minnie Driver,演员,0.0005,0.0,6.4e-05
Catherine O'Hara,演员,0.0005,0.0,6.4e-05
Michael Sheen,演员,0.0005,0.0,6.4e-05
Jean Reno,演员,0.0006,0.0,6.4e-05
Billy Crudup,演员,0.0005,0.0,6.4e-05
Judy Greer,演员,0.0004,0.0,6.3e-05
Breckin Meyer,演员,0.0005,0.0,6.3e-05
Cillian Murphy,演员,0.0005,0.0,6.3e-05
Charlotte Rampling,演员,0.0005,0.0,6.3e-05
Bette Midler,演员,0.0005,0.0,6.3e-05
Anna Paquin,演员,0.0004,0.0,6.3e-05
Alex Kendrick,演员,0.0004,0.0,6.3e-05
Emma Watson,演员,0.0005,0.0,6.3e-05
Taye Diggs,演员,0.0005,0.0,6.3e-05
Richard Attenborough,演员,0.0004,0.0,6.3e-05
Sarah Jessica Parker,演员,0.0005,0.0,6.3e-05
Kristen Bell,演员,0.0005,0.0,6.3e-05
Leonard Nimoy,演员,0.0005,0.0,6.3e-05
Jake,关键词,0.0005,0.0,6.3e-05
Tilda Swinton,演员,0.0005,0.0,6.3e-05
David Fincher,导演,0.0005,0.0,6.3e-05
Miles Teller,演员,0.0004,0.0,6.3e-05
William Shatner,演员,0.0005,0.0,6.3e-05
Jeffrey Wright,演员,0.0005,0.0,6.3e-05
Darren Aronofsky,导演,0.0003,0.0,6.3e-05
David Strathairn,演员,0.0004,0.0,6.3e-05
Dakota Fanning,演员,0.0005,0.0,6.3e-05
Alfre Woodard,演员,0.0004,0.0,6.3e-05
Paul Dano,演员,0.0005,0.0,6.3e-05
Lauren Graham,演员,0.0003,0.0,6.3e-05
Civil,关键词,0.0005,0.0,6.3e-05
3.3分,评分值,0.0004,0.0,6.3e-05
Inspired,关键词,0.0005,0.0,6.3e-05
Kristin Scott Thomas,演员,0.0005,0.0,6.3e-05
Heath Ledger,演员,0.0005,0.0,6.3e-05
Charles S. Dutton,演员,0.0005,0.0,6.3e-05
Patricia Clarkson,演员,0.0005,0.0,6.3e-05
Chiwetel Ejiofor,演员,0.0005,0.0,6.3e-05
Wes Bentley,演员,0.0005,0.0,6.3e-05
Tim,关键词,0.0004,0.0,6.3e-05
Jonathan,关键词,0.0004,0.0,6.3e-05
Michael Angarano,演员,0.0005,0.0,6.3e-05
Marcus,关键词,0.0005,0.0,6.3e-05
Marlon Wayans,演员,0.0004,0.0,6.3e-05
Danny Huston,演员,0.0005,0.0,6.3e-05
Megan Fox,演员,0.0005,0.0,6.3e-05
Evan Rachel Wood,演员,0.0005,0.0,6.3e-05
Arthur,关键词,0.0005,0.0,6.3e-05
Emma Roberts,演员,0.0005,0.0,6.3e-05
Barbra Streisand,演员,0.0004,0.0,6.3e-05
Andie MacDowell,演员,0.0005,0.0,6.3e-05
Kelly Preston,演员,0.0005,0.0,6.3e-05
Little,关键词,0.0005,0.0,6.3e-05
Holly Hunter,演员,0.0005,0.0,6.3e-05
Thomas,关键词,0.0005,0.0,6.3e-05
Joan Allen,演员,0.0005,0.0,6.3e-05
Donald Faison,演员,0.0005,0.0,6.2e-05
Tom Tykwer,导演,0.0002,0.0,6.2e-05
Idris Elba,演员,0.0005,0.0,6.2e-05
Piper Perabo,演员,0.0005,0.0,6.2e-05
Anderson,关键词,0.0005,0.0,6.2e-05
Vanessa Hudgens,演员,0.0005,0.0,6.2e-05
Jeremy Northam,演员,0.0005,0.0,6.2e-05
Jason Sudeikis,演员,0.0004,0.0,6.2e-05
Lindsay Lohan,演员,0.0005,0.0,6.2e-05
Lincoln,电影,0.0011,0.0,6.2e-05
1976年,年份,0.0004,0.0,6.2e-05
Vanessa Redgrave,演员,0.0004,0.0,6.2e-05
Tommy,关键词,0.0005,0.0,6.2e-05
John C. McGinley,演员,0.0004,0.0,6.2e-05
Eric Roberts,演员,0.0004,0.0,6.2e-05
Dianne Wiest,演员,0.0004,0.0,6.2e-05
Dan Hedaya,演员,0.0004,0.0,6.2e-05
Death,关键词,0.0005,0.0,6.2e-05
Christopher Lloyd,演员,0.0005,0.0,6.2e-05
Philadelphia,电影,0.0009,0.0,6.2e-05
Juliette Lewis,演员,0.0005,0.0,6.2e-05
Lasse Hallström,导演,0.0004,0.0,6.2e-05
Virginia Madsen,演员,0.0004,0.0,6.2e-05
David Duchovny,演员,0.0005,0.0,6.2e-05
Black,关键词,0.0005,0.0,6.2e-05
Eve,关键词,0.0005,0.0,6.2e-05
Stephen Dorff,演员,0.0004,0.0,6.2e-05
Santa,关键词,0.0005,0.0,6.2e-05
Daniel Day-Lewis,演员,0.0004,0.0,6.2e-05
Tony Shalhoub,演员,0.0005,0.0,6.2e-05
Jason Isaacs,演员,0.0004,0.0,6.2e-05
Claire Danes,演员,0.0005,0.0,6.2e-05
Courteney Cox,演员,0.0005,0.0,6.2e-05
Batman,电影,0.0013,0.0002,6.2e-05
Oscar Isaac,演员,0.0004,0.0,6.2e-05
John Krasinski,演员,0.0005,0.0,6.2e-05
Sissy Spacek,演员,0.0005,0.0,6.2e-05
Nick Frost,演员,0.0003,0.0,6.2e-05
Maggie Smith,演员,0.0005,0.0,6.2e-05
Nazi,关键词,0.0004,0.0,6.2e-05
Stephen Frears,导演,0.0005,0.0,6.2e-05
Neve Campbell,演员,0.0005,0.0,6.2e-05
Rose,关键词,0.0005,0.0,6.2e-05
Catholic,关键词,0.0005,0.0,6.2e-05
Stacy Keach,演员,0.0004,0.0,6.2e-05
John McTiernan,导演,0.0005,0.0,6.2e-05
1964年,年份,0.0005,0.0,6.2e-05
Afghanistan,国家,0.0003,0.0,6.2e-05
Javier Bardem,演员,0.0005,0.0,6.2e-05
Taylor Hackford,导演,0.0003,0.0,6.2e-05
Tyrese Gibson,演员,0.0005,0.0,6.2e-05
AnnaSophia Robb,演员,0.0004,0.0,6.1e-05
Jeremy Renner,演员,0.0005,0.0,6.1e-05
Allison Janney,演员,0.0004,0.0,6.1e-05
Oscar,关键词,0.0005,0.0,6.1e-05
Cole Hauser,演员,0.0004,0.0,6.1e-05
Jim Belushi,演员,0.0004,0.0,6.1e-05
Rufus Sewell,演员,0.0004,0.0,6.1e-05
Frank Oz,演员,0.0004,0.0,6.1e-05
Gus Van Sant,演员,0.0004,0.0,6.1e-05
Robert Englund,演员,0.0004,0.0,6.1e-05
Diane Kruger,演员,0.0005,0.0,6.1e-05
Barry Pepper,演员,0.0005,0.0,6.1e-05
Michelle Rodriguez,演员,0.0005,0.0,6.1e-05
Rosamund Pike,演员,0.0004,0.0,6.1e-05
Liv Tyler,演员,0.0004,0.0,6.1e-05
Thor,电影,0.0014,0.0,6.1e-05
1972年,年份,0.0004,0.0,6.1e-05
David Cross,导演,0.0005,0.0,6.1e-05
Middle,关键词,0.0004,0.0,6.1e-05
Brett Ratner,演员,0.0005,0.0,6.1e-05
Neil Patrick Harris,演员,0.0004,0.0,6.1e-05
Claire Forlani,演员,0.0004,0.0,6.1e-05
Marcia Gay Harden,演员,0.0005,0.0,6.1e-05
Iraq,关键词,0.0004,0.0,6.1e-05
Elizabeth Perkins,演员,0.0003,0.0,6.1e-05
Laura Dern,演员,0.0003,0.0,6.1e-05
Meagan Good,演员,0.0004,0.0,6.1e-05
300,电影,0.0011,0.0,6.1e-05
Djimon Hounsou,演员,0.0005,0.0,6.1e-05
Alan Alda,演员,0.0004,0.0,6.1e-05
Ellen Page,演员,0.0004,0.0,6.1e-05
Adam Brody,演员,0.0004,0.0,6.1e-05
Essie Davis,演员,0.0001,0.0,6.1e-05
Rachael Leigh Cook,演员,0.0005,0.0,6.1e-05
Rob Cohen,导演,0.0004,0.0,6.1e-05
Burn,电影,0.001,0.0,6.1e-05
Warren Beatty,演员,0.0004,0.0,6.1e-05
Diego,关键词,0.0004,0.0,6.1e-05
1973年,年份,0.0004,0.0,6.1e-05
Selma Blair,演员,0.0005,0.0,6.1e-05
Burt Reynolds,演员,0.0004,0.0,6.1e-05
Legend,电影,0.0013,0.0,6.1e-05
Pennsylvania,关键词,0.0004,0.0,6.1e-05
Mary Elizabeth Winstead,演员,0.0004,0.0,6.1e-05
John Lithgow,演员,0.0005,0.0,6.1e-05
Michael Ealy,演员,0.0004,0.0,6.1e-05
Freddy,关键词,0.0004,0.0,6.1e-05
Michelle Monaghan,演员,0.0004,0.0,6.1e-05
Mario Van Peebles,演员,0.0003,0.0,6.1e-05
Wesley Snipes,演员,0.0005,0.0,6.1e-05
Saoirse Ronan,演员,0.0003,0.0,6.1e-05
3.7分,评分值,0.0004,0.0,6.1e-05
Michael Madsen,演员,0.0004,0.0,6.1e-05
Chloë Sevigny,演员,0.0004,0.0,6.1e-05
Michael Biehn,演员,0.0004,0.0,6.1e-05
Wolf,电影,0.0011,0.0001,6.1e-05
Agent,关键词,0.0005,0.0,6.1e-05
Cam Gigandet,演员,0.0004,0.0,6.1e-05
Dylan Baker,演员,0.0004,0.0,6.1e-05
Josh Peck,演员,0.0003,0.0,6.1e-05
Rebecca Hall,演员,0.0004,0.0,6.1e-05
1969年,年份,0.0005,0.0,6e-05
Carey Mulligan,演员,0.0004,0.0,6e-05
Brie Larson,演员,0.0004,0.0,6e-05
Andy Serkis,演员,0.0004,0.0,6e-05
Dominic West,演员,0.0004,0.0,6e-05
Anne Heche,演员,0.0004,0.0,6e-05
Danny McBride,演员,0.0004,0.0,6e-05
Orleans,关键词,0.0004,0.0,6e-05
Victor,关键词,0.0004,0.0,6e-05
Paul W.S. Anderson,导演,0.0005,0.0,6e-05
Kal Penn,演员,0.0004,0.0,6e-05
Peter Gallagher,演员,0.0003,0.0,6e-05
Marc Blucas,演员,0.0001,0.0,6e-05
Steel,电影,0.0014,0.0001,6e-05
Terry Gilliam,演员,0.0004,0.0,6e-05
Kathleen Turner,演员,0.0004,0.0,6e-05
Timothy Spall,演员,0.0004,0.0,6e-05
Harvard,关键词,0.0004,0.0,6e-05
Broadway,关键词,0.0003,0.0,6e-05
Jesse,关键词,0.0004,0.0,6e-05
Ian McShane,演员,0.0004,0.0,6e-05
Aidan Quinn,演员,0.0004,0.0,6e-05
Chris Pratt,演员,0.0004,0.0,6e-05
Hugo Weaving,演员,0.0004,0.0,6e-05
Christine Baranski,演员,0.0003,0.0,6e-05
Nine,电影,0.0012,0.0,6e-05
Julie Andrews,演员,0.0005,0.0,6e-05
Alan Rickman,演员,0.0004,0.0,6e-05
Albert Brooks,演员,0.0004,0.0,6e-05
Anna,关键词,0.0004,0.0,6e-05
Michael Cera,演员,0.0004,0.0,6e-05
M. Night Shyamalan,导演,0.0004,0.0,6e-05
South Africa,国家,0.0004,0.0,6e-05
Navy,关键词,0.0004,0.0,6e-05
David Cronenberg,导演,0.0004,0.0,6e-05
Fred Ward,演员,0.0004,0.0,6e-05
Joy,电影,0.001,0.0,6e-05
Quentin Tarantino,导演,0.0004,0.0,6e-05
Jessica Lange,演员,0.0004,0.0,6e-05
Julie,关键词,0.0004,0.0,6e-05
Pete Postlethwaite,演员,0.0004,0.0,6e-05
Jonathan Pryce,演员,0.0003,0.0,6e-05
Kate Mara,演员,0.0005,0.0,6e-05
Sean,关键词,0.0004,0.0,6e-05
Princess,关键词,0.0005,0.0,6e-05
Randy Quaid,演员,0.0004,0.0,6e-05
Bernie Mac,演员,0.0004,0.0,6e-05
Diego Luna,演员,0.0004,0.0,6e-05
Richard Dreyfuss,演员,0.0004,0.0,6e-05
David O. Russell,导演,0.0004,0.0,6e-05
Peter Berg,演员,0.0004,0.0,6e-05
3.8分,评分值,0.0004,0.0,6e-05
Ciarán Hinds,演员,0.0005,0.0,6e-05
Connie Nielsen,演员,0.0004,0.0,6e-05
8.3分,评分值,0.0003,0.0,6e-05
Rocky,电影,0.0012,0.0,6e-05
Garry Marshall,导演,0.0004,0.0,6e-05
Bruce McGill,演员,0.0004,0.0,6e-05
Jon Heder,演员,0.0003,0.0,6e-05
Mary McCormack,演员,0.0004,0.0,5.9e-05
Jason Mewes,演员,0.0004,0.0,5.9e-05
Haley Joel Osment,演员,0.0004,0.0,5.9e-05
Hugh Dancy,演员,0.0003,0.0,5.9e-05
Brad Dourif,演员,0.0004,0.0,5.9e-05
Cliff Curtis,演员,0.0004,0.0,5.9e-05
Jeffrey Tambor,演员,0.0004,0.0,5.9e-05
Doug,关键词,0.0004,0.0,5.9e-05
Bryan Brown,演员,0.0,0.0,5.9e-05
Milo Ventimiglia,演员,0.0003,0.0,5.9e-05
David Arquette,演员,0.0004,0.0,5.9e-05
Dax Shepard,演员,0.0004,0.0,5.9e-05
Gael García Bernal,演员,0.0004,0.0,5.9e-05
Seth MacFarlane,演员,0.0003,0.0,5.9e-05
Toby Kebbell,演员,0.0004,0.0,5.9e-05
Jane,关键词,0.0004,0.0,5.9e-05
Robert Harmon,导演,0.0001,0.0,5.9e-05
Vivica A. Fox,演员,0.0004,0.0,5.9e-05
Bruce Campbell,演员,0.0004,0.0,5.9e-05
Chevy Chase,演员,0.0004,0.0,5.9e-05
Jeremy Piven,演员,0.0004,0.0,5.9e-05
Sacha Baron Cohen,演员,0.0004,0.0,5.9e-05
Kelli Garner,演员,0.0001,0.0,5.9e-05
Carrie,电影,0.001,0.0,5.9e-05
Brown,关键词,0.0004,0.0,5.9e-05
M. Emmet Walsh,演员,0.0004,0.0,5.9e-05
July,关键词,0.0004,0.0,5.9e-05
Jon Abrahams,演员,0.0001,0.0,5.9e-05
Timothy Hutton,演员,0.0004,0.0,5.9e-05
Phillip Noyce,导演,0.0004,0.0,5.9e-05
Europe,关键词,0.0003,0.0,5.9e-05
Bruce,关键词,0.0004,0.0,5.9e-05
Glenne Headly,演员,0.0004,0.0,5.9e-05
Marion Cotillard,演员,0.0004,0.0,5.9e-05
Sophie,关键词,0.0003,0.0,5.9e-05
Drive,电影,0.0011,0.0001,5.9e-05
Michael J. Fox,演员,0.0004,0.0,5.9e-05
Billy Connolly,演员,0.0004,0.0,5.9e-05
1974年,年份,0.0004,0.0,5.9e-05
Eight,关键词,0.0004,0.0,5.9e-05
Mark,关键词,0.0004,0.0,5.9e-05
Carter,关键词,0.0004,0.0,5.9e-05
Goran Visnjic,演员,0.0004,0.0,5.9e-05
Dennis Farina,演员,0.0004,0.0,5.9e-05
Joe Wright,导演,0.0003,0.0,5.9e-05
Parker Posey,演员,0.0004,0.0,5.9e-05
Hero,电影,0.0013,0.0,5.9e-05
Rip Torn,演员,0.0004,0.0,5.9e-05
Sara Paxton,演员,0.0004,0.0,5.9e-05
Jay,关键词,0.0004,0.0,5.9e-05
Jackie Earle Haley,演员,0.0004,0.0,5.9e-05
Alfred Hitchcock,导演,0.0004,0.0,5.9e-05
Johnny Knoxville,演员,0.0004,0.0,5.9e-05
Marlon Brando,演员,0.0004,0.0,5.9e-05
John Hawkes,演员,0.0004,0.0,5.9e-05
Robert Forster,演员,0.0004,0.0,5.9e-05
Jesse Bradford,演员,0.0004,0.0,5.9e-05
Bonnie Hunt,演员,0.0004,0.0,5.8e-05
Peter Jackson,导演,0.0004,0.0,5.8e-05
Leslie Nielsen,演员,0.0004,0.0,5.8e-05
Christoph Waltz,演员,0.0004,0.0,5.8e-05
Sam Worthington,演员,0.0004,0.0,5.8e-05
F. Gary Gray,导演,0.0004,0.0,5.8e-05
